Date,UNEMPLOYMENT,CPI,"CONSUMER
SENTIMENT","CONSUMER
CONFIDENCE",TRADE BALANCE,10 YR YIELD,DOLLAR,OIL,COPPER,GOLD,TRUCK SALES,NEW HOME SALES,PRIVATE CONSTRUCTION,Democratic President,Democratic Senate,Democratic House,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,,,EUR,JPY
6/30/2015,5.5,238.64,96.1,99.8,-66427600000,2.54,95.49,59.47,2.6235,1171.5,9.63E+06,4.72E+05,8.30E+11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.11,122.49
7/31/2015,5.6,238.65,93.1,91,-69417800000,2.33,97.34,47.12,2.3675,1094.9,9.96E+06,4.98E+05,8.38E+11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1.1,123.92
8/31/2015,5.2,238.32,91.9,101.3,-67251400000,2.34,95.82,49.2,2.338,1131.6,1.00E+07,5.05E+05,8.49E+11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1.12,121.22
9/30/2015,4.9,237.95,87.2,102.6,-66652800000,2.05,96.35,45.09,2.3455,1115.5,1.04E+07,4.57E+05,8.59E+11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,1.12,119.84
10/31/2015,4.8,237.84,90,99.1,-64832000000,2.11,96.95,46.59,2.3135,1141.5,1.04E+07,4.78E+05,8.46E+11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1.1,120.61
11/30/2015,4.8,237.34,91.3,92.6,-61733800000,2.12,100.17,41.65,2.0445,1065.8,1.06E+07,5.08E+05,8.54E+11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1.06,123.08
12/31/2015,4.8,236.53,92.6,96.3,-59785900000,2.23,98.63,37.04,2.1255,1060.3,1.02E+07,5.38E+05,8.44E+11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.09,120.3
1/31/2016,5.3,236.92,92,97.8,-57599500000,1.84,99.61,33.62,2.064,1116.4,1.05E+07,5.26E+05,8.50E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1.08,121.03
2/29/2016,5.2,237.11,91.7,94,-54340700000,1.6,98.21,33.75,2.1285,1233.9,1.04E+07,5.25E+05,8.58E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,1.09,112.66
3/31/2016,5.1,238.13,91,96.1,-53277600000,1.67,94.59,38.34,2.1815,1234.2,9.79E+06,5.37E+05,8.79E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.14,112.56
4/30/2016,4.7,239.26,89,94.7,-55359500000,1.75,93.08,45.92,2.279,1289.2,1.05E+07,5.70E+05,8.55E+11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1.15,106.35
5/31/2016,4.5,240.23,94.7,92.4,-63920600000,1.73,95.89,49.1,2.0975,1214.8,1.03E+07,5.66E+05,8.60E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1.11,110.68
6/30/2016,5.1,241.02,93.5,97.4,-63593600000,1.38,96.14,48.33,2.1945,1318.4,1.02E+07,5.58E+05,8.68E+11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.11,103.25
7/31/2016,5.1,240.63,90,96.7,-65767000000,1.37,95.53,41.6,2.2205,1349,1.09E+07,6.29E+05,8.85E+11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,1.12,102.05
8/31/2016,5,240.85,89.8,101.8,-71178400000,1.46,96.02,44.7,2.0695,1306.9,1.04E+07,5.75E+05,8.82E+11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1.12,103.42
9/30/2016,4.8,241.43,91.2,103.5,-61346700000,1.47,95.46,48.24,2.202,1313.3,1.07E+07,5.93E+05,8.80E+11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,1.12,101.33
